0	418
1	10726
2	85518
3	281994
4	207235
5	376232
6	172316
7	34888
8	2506
9	38
-------
0	62
1	3430
2	45994
3	230594
4	498942
5	502672
6	231262
7	46040
8	3450
9	50
-------
0	58
1	2486
2	34664
3	174154
4	373930
5	376291
6	173140
7	34548
8	2538
9	58
-------
