10,149277
11,153074
12,156534
13,159713
14,162641
15,165398
16,167954
17,170350
18,172622
19,174754
20,176776
21,178712
22,180550
23,182316
24,183999
25,185615
26,187180
27,188654
28,190088
29,191477
30,192815
31,194112
32,195361
33,196566
34,197764
35,198897
36,200019
37,201102
38,202145
39,203162
40,204171
41,205147
42,206102
43,207012
44,207933
45,208810
46,209664
47,210529
48,211355
49,212163
50,212964
51,213743
52,214512
53,215255
54,215992
55,216719
56,217423
57,218110
58,218803
59,219474
60,220136
61,220796
62,221431
63,222049
64,222674
65,223286
66,223888
67,224478
68,225055
69,225636
70,226185
