10,149286
11,153077
12,156551
13,159714
14,162649
15,165393
16,167949
17,170346
18,172627
19,174758
20,176785
21,178724
22,180569
23,182314
24,183994
25,185609
26,187156
27,188651
28,190088
29,191476
30,192821
31,194106
32,195374
33,196591
34,197756
35,198902
36,200011
37,201079
38,202141
39,203170
40,204167
41,205140
42,206097
43,207020
44,207927
45,208806
46,209682
47,210532
48,211347
49,212164
50,212964
51,213752
52,214507
53,215249
54,215988
55,216707
56,217427
57,218127
58,218808
59,219469
60,220140
61,220785
62,221420
63,222052
64,222669
65,223289
66,223882
67,224479
68,225053
69,225636
