10,149285
11,153074
12,156543
13,159720
14,162655
15,165387
16,167950
17,170347
18,172608
19,174751
20,176785
21,178732
22,180558
23,182319
24,183989
25,185616
26,187173
27,188647
28,190096
29,191480
30,192805
31,194099
32,195370
33,196574
34,197757
35,198899
36,200012
37,201100
38,202142
39,203171
40,204165
41,205150
42,206099
43,207008
44,207925
45,208801
46,209677
47,210522
48,211344
49,212163
50,212970
51,213743
52,214518
53,215251
54,215991
55,216712
56,217422
57,218116
58,218811
59,219470
60,220133
61,220788
62,221428
63,222064
64,222679
65,223286
66,223887
67,224472
68,225064
69,225618
