10,149281
11,153088
12,156541
13,159714
14,162646
15,165401
16,167954
17,170345
18,172618
19,174766
20,176788
21,178718
22,180554
23,182315
24,184004
25,185602
26,187155
27,188662
28,190087
29,191482
30,192812
31,194110
32,195363
33,196577
34,197748
35,198896
36,200018
37,201092
38,202142
39,203167
40,204166
41,205142
42,206083
43,207013
44,207935
45,208811
46,209684
47,210534
48,211357
49,212179
50,212968
51,213734
52,214504
53,215257
54,215978
55,216715
56,217429
57,218110
58,218796
59,219480
60,220126
61,220791
62,221417
63,222070
64,222671
65,223285
66,223875
67,224481
68,225048
69,225622
