10,149289
11,153080
12,156539
13,159721
14,162655
15,165392
16,167951
17,170339
18,172617
19,174760
20,176777
21,178724
22,180559
23,182319
24,184003
25,185613
26,187159
27,188656
28,190088
29,191476
30,192817
31,194095
32,195368
33,196582
34,197760
35,198899
36,200015
37,201094
38,202160
39,203177
40,204167
41,205150
42,206086
43,207012
44,207922
45,208800
46,209680
47,210519
48,211359
49,212167
50,212962
51,213738
52,214512
53,215253
54,215995
55,216722
56,217426
57,218120
58,218804
59,219466
60,220139
61,220769
62,221425
63,222054
64,222675
65,223285
66,223885
67,224470
68,225056
69,225634
