Dimensione rete: 625, 	Numero di ricordi: 9
Probabilità distruzione	prodotto scalare finale 	2 autovalore laplaciano 	clustering 
0.786;0.9968;103.308;0.217942
0.787;1;103.077;0.217755
0.788;1;101.145;0.21651
0.789;0.9968;97.1335;0.215429
0.79;1;99.8483;0.213348
0.791;1;99.7584;0.212478
0.792;1;97.5851;0.212753
0.793;1;100.202;0.21241
0.794;0.9904;99.0708;0.211511
0.795;1;99.7186;0.20927
0.796;0.9936;98.0433;0.208057
0.797;1;98.9797;0.20759
0.798;1;92.6037;0.206724
0.799;1;94.4783;0.202961
0.8;0.9968;94.2655;0.20448
0.801;1;94.8033;0.203729
0.802;0.9968;91.0467;0.203177
0.803;1;93.1543;0.201144
0.804;1;91.3652;0.200665
0.805;1;94.0303;0.200096
0.806;0.9968;91.5747;0.199464
0.807;0.9968;90.4414;0.19509
0.808;0.9968;88.8593;0.196045
0.809;1;88.4487;0.194324
0.81;1;88.1309;0.193197
0.811;0.9968;88.3253;0.192881
0.812;0.9968;88.7974;0.192115
0.813;0.9904;86.7822;0.189871
0.814;0.9904;86.8131;0.189767
0.815;1;85.3883;0.190708
0.816;0.9968;86.2957;0.18812
0.817;1;87.1097;0.187944
0.818;1;86.5619;0.186795
0.819;0.9968;84.5283;0.183847
0.82;0.9968;82.7792;0.185207
0.821;1;86.2772;0.183707
0.822;0.9968;80.1251;0.181707
0.823;0.9968;81.293;0.180403
0.824;0.9968;78.4534;0.180313
0.825;0.9968;82.2613;0.181492
0.826;0.9936;80.4861;0.177854
0.827;0.9904;77.1236;0.177196
0.828;0.9968;77.1596;0.178107
0.829;0.9968;80.852;0.176412
0.83;0.9968;76.7714;0.174433
0.831;0.9904;73.4932;0.175329
0.832;1;74.2915;0.171583
0.833;1;74.0384;0.170991
0.834;1;72.5612;0.170536
0.835;0.9936;76.4437;0.17018
0.836;1;76.4052;0.168835
0.837;0.9936;75.6714;0.167631
0.838;1;73.1468;0.166728
0.839;0.9968;71.3406;0.165421
0.84;0.9904;74.9018;0.165754
0.841;0.9968;72.5138;0.162921
0.842;1;71.6831;0.162224
0.843;0.9968;71.8521;0.161526
0.844;0.9968;69.9321;0.161404
0.845;0.9872;68.9168;0.157385
0.846;0.9904;70.9797;0.159736
0.847;1;68.8867;0.157289
0.848;1;69.1439;0.154524
0.849;0.9968;67.397;0.153974
0.85;0.9968;61.9341;0.154367
0.851;0.9968;64.3683;0.153879
0.852;1;67.6247;0.153644
0.853;0.9936;65.2634;0.149202
0.854;0.9904;60.9339;0.149703
0.855;0.9968;63.292;0.148772
0.856;0.9936;65.0892;0.150108
0.857;1;64.0111;0.14841
0.858;0.984;62.11;0.14519
0.859;0.9904;62.5898;0.145601
0.86;1;62.0663;0.144611
0.861;0.9968;59.599;0.143214
0.862;0.9872;60.7969;0.139337
0.863;0.9904;60.7961;0.141917
0.864;0.9936;57.5654;0.138809
0.865;0.984;59.8638;0.140829
0.866;0.9936;59.6444;0.136371
0.867;0.9936;54.8204;0.137114
0.868;0.984;58.6554;0.136503
0.869;0.9904;56.9415;0.135617
0.87;0.9968;57.6426;0.136019
0.871;0.9968;55.7121;0.132907
0.872;0.984;55.0893;0.133545
0.873;0.9936;54.7477;0.132384
0.874;0.9904;52.3947;0.130718
0.875;0.984;53.0544;0.129524
0.876;0.9904;53.6034;0.12804
0.877;0.9872;53.3324;0.127246
0.878;0.9968;51.8118;0.126575
0.879;0.9808;51.7863;0.125704
0.88;0.9968;50.5696;0.127012
0.881;0.984;49.4308;0.123128
0.882;0.9968;49.3148;0.123479
0.883;0.9904;49.8707;0.121614
0.884;0.9904;48.4573;0.120821
0.885;0.9968;48.8933;0.120326
0.886;0.9808;43.3083;0.118983
0.887;0.9904;48.8581;0.118433
0.888;0.9872;44.7135;0.116088
0.889;0.9904;46.3988;0.117643
0.89;0.9712;45.4252;0.114185
0.891;0.984;43.9489;0.112157
0.892;0.9936;42.9771;0.111736
0.893;0.9808;43.0463;0.111152
0.894;0.9904;44.405;0.110207
0.895;0.9872;41.3721;0.109393
0.896;0.9776;42.8076;0.109782
0.897;0.9904;42.1776;0.106948
0.898;0.9776;42.0425;0.106973
0.899;0.9872;39.7518;0.105281
0.9;0.984;38.1578;0.104305
0.901;0.9776;40.4235;0.102365
0.902;0.9776;38.2304;0.103372
0.903;0.9872;40.1866;0.100431
0.904;0.9776;39.1734;0.100751
0.905;0.9648;36.6715;0.0999472
0.906;0.9936;37.6543;0.0998783
0.907;0.9872;37.6407;0.0980333
0.908;0.9808;36.516;0.0969255
0.909;0.984;35.0549;0.0940252
0.91;0.9648;36.4878;0.0915316
0.911;0.9584;33.0797;0.0914845
0.912;0.984;33.6043;0.0931881
0.913;0.9616;33.9867;0.0913953
0.914;0.9552;31.4286;0.0915238
0.915;0.984;31.3089;0.0897756
0.916;0.968;31.2677;0.0876577
0.917;0.9648;28.4558;0.0879749
0.918;0.9712;33.0175;0.0864835
0.919;0.9712;32.0843;0.0854565
0.92;0.9808;30.753;0.0845932
0.921;0.9776;30.0294;0.084039
0.922;0.9648;29.9336;0.0833033
0.923;0.9776;29.8878;0.0826076
0.924;0.968;28.0548;0.0813885
0.925;0.9488;28.0752;0.0792418
0.926;0.9648;26.6116;0.0804245
0.927;0.9808;25.3037;0.0770679
0.928;0.9584;24.564;0.0748474
0.929;0.9712;25.3439;0.0772556
0.93;0.9552;26.4454;0.0747958
0.931;0.9648;24.63;0.0715055
0.932;0.9616;24.1265;0.0722789
0.933;0.9776;24.883;0.0721298
0.934;0.9296;23.8155;0.0702533
0.935;0.9008;19.9489;0.0684352
0.936;0.936;22.2497;0.0683849
0.937;0.9328;21.2607;0.0664944
0.938;0.9296;21.8967;0.0659794
0.939;0.8816;20.455;0.0649219
0.94;0.92;21.1191;0.0643486
0.941;0.9552;19.8128;0.0656058
0.942;0.9168;18.4485;0.0619969
0.943;0.936;19.2821;0.060484
0.944;0.9232;18.0095;0.0601823
0.945;0.9168;15.8135;0.0592708
0.946;0.9264;17.8082;0.0565604
0.947;0.8912;18.1594;0.0566941
0.948;0.8624;15.0897;0.0576873
0.949;0.8624;15.5777;0.0548447
0.95;0.8912;14.0911;0.0535684
0.951;0.8048;15.7608;0.0553383
0.952;0.936;14.6211;0.0515583
0.953;0.8656;15.2624;0.0528554
0.954;0.872;14.6735;0.0498286
0.955;0.8048;13.8686;0.0473891
0.956;0.8976;12.5332;0.0488095
0.957;0.7792;12.5802;0.0493547
0.958;0.8208;11.8461;0.0468802
0.959;0.8336;10.0457;0.0465667
0.96;0.872;9.95779;0.0454078
0.961;0.8144;10.8908;0.0408796
0.962;0.8336;11.5504;0.0431808
0.963;0.7888;8.36317;0.0411407
0.964;0.648;10.654;0.0428958
0.965;0.7792;8.13748;0.0393459
0.966;0.584;8.83883;0.037948
0.967;0.6864;7.30748;0.0359232
0.968;0.7888;7.31755;0.0361061
0.969;0.7408;7.9309;0.036143
0.97;0.7952;5.55888;0.0346341
0.971;0.6544;6.14312;0.0351058
0.972;0.7312;6.79889;0.0322785
0.973;0.6352;5.03391;0.0296845
0.974;0.6608;5.31503;0.0291982
0.975;0.568;4.3839;0.0297796
0.976;0.5904;4.36791;0.0302374
0.977;0.4656;4.11382;0.0310112
0.978;0.616;3.58579;0.0255853
0.979;0.6576;3.58721;0.0255132
0.98;0.5552;3.51024;0.0246233
0.981;0.472;3.42447;0.0247836
0.982;0.4688;2.71701;0.0196037
0.983;0.4336;2.37785;0.0222064
0.984;0.4272;2.30145;0.0165024
0.985;0.4336;1.77774;0.0212001
0.986;0.3728;0.876138;0.0190782
0.987;0.4496;0.910792;0.0180051
0.988;0.2864;0.879465;0.0175133
0.989;0.248;0.791245;0.013511
0.99;0.2896;1.39739e-14;0.0160307
0.991;0.2288;-1.00413e-14;0.0132106
0.992;0.2864;0.359696;0.0119058
0.993;0.3216;-1.48897e-15;0.0227588
0.994;0.3376;-6.56977e-16;-nan
0.995;0.2384;-1.76528e-15;0.010132
0.996;0.2832;-1.96675e-15;0.0195971
0.997;0.2416;-1.84519e-15;-nan
0.998;0.2512;-1.90861e-15;-nan
0.999;0.184;-9.8851e-16;-nan
0;0.5;10;0.49;-10;0.48;10;0.47;-10;0.46;10;0.45;10;0.44;10;0.43;10;0.42;10;0.41;10;0.4;10;0.39;10;0.38;10;0.37;10;0.36;10;0.35;10;0.34;10;0.33;10;0.32;10;0.31;10;0.3;10;0.29;10;0.28;10;0.27;10;0.26;10;0.25;10;0.24;10;0.23;10;0.22;0.99680;0.21;10;0.2;10;0.19;10;0.18;10;0.17;10;0.16;10;0.15;10;0.14;10;0.13;10;0.12;10;0.11;10;0.1;10;0.09;10;0.08;10;0.07;10;0.06;10;0.05;10;0.04;10;0.03;10;0.02;10;0.01;10.04;0.5;10.04;0.49;-10.04;0.48;10.04;0.47;10.04;0.46;10.04;0.45;10.04;0.44;10.04;0.43;10.04;0.42;10.04;0.41;10.04;0.4;10.04;0.39;10.04;0.38;10.04;0.37;10.04;0.36;10.04;0.35;10.04;0.34;10.04;0.33;10.04;0.32;10.04;0.31;10.04;0.3;10.04;0.29;10.04;0.28;10.04;0.27;10.04;0.26;10.04;0.25;10.04;0.24;0.99680.04;0.23;10.04;0.22;10.04;0.21;10.04;0.2;10.04;0.19;10.04;0.18;10.04;0.17;10.04;0.16;10.04;0.15;10.04;0.14;10.04;0.13;10.04;0.12;10.04;0.11;10.04;0.1;10.04;0.09;0.99680.04;0.08;10.04;0.07;10.04;0.06;10.04;0.05;10.04;0.04;10.04;0.03;10.04;0.02;10.04;0.01;10.08;0.5;-0.99680.08;0.49;10.08;0.48;10.08;0.47;10.08;0.46;10.08;0.45;10.08;0.44;10.08;0.43;10.08;0.42;10.08;0.41;10.08;0.4;10.08;0.39;10.08;0.38;10.08;0.37;10.08;0.36;10.08;0.35;10.08;0.34;10.08;0.33;10.08;0.32;10.08;0.31;10.08;0.3;10.08;0.29;10.08;0.28;10.08;0.27;10.08;0.26;10.08;0.25;10.08;0.24;10.08;0.23;10.08;0.22;10.08;0.21;10.08;0.2;10.08;0.19;10.08;0.18;10.08;0.17;10.08;0.16;10.08;0.15;10.08;0.14;10.08;0.13;10.08;0.12;10.08;0.11;0.99680.08;0.1;10.08;0.09;10.08;0.08;10.08;0.07;10.08;0.06;10.08;0.05;10.08;0.04;10.08;0.03;10.08;0.02;10.08;0.01;10.12;0.5;10.12;0.49;10.12;0.48;10.12;0.47;10.12;0.46;10.12;0.45;10.12;0.44;10.12;0.43;10.12;0.42;10.12;0.41;10.12;0.4;10.12;0.39;10.12;0.38;10.12;0.37;10.12;0.36;0.99680.12;0.35;10.12;0.34;10.12;0.33;10.12;0.32;10.12;0.31;10.12;0.3;10.12;0.29;10.12;0.28;10.12;0.27;10.12;0.26;10.12;0.25;10.12;0.24;10.12;0.23;10.12;0.22;10.12;0.21;10.12;0.2;10.12;0.19;10.12;0.18;10.12;0.17;10.12;0.16;10.12;0.15;10.12;0.14;10.12;0.13;10.12;0.12;10.12;0.11;10.12;0.1;10.12;0.09;10.12;0.08;10.12;0.07;10.12;0.06;10.12;0.05;10.12;0.04;10.12;0.03;10.12;0.02;10.12;0.01;10.16;0.5;10.16;0.49;-10.16;0.48;-10.16;0.47;10.16;0.46;10.16;0.45;10.16;0.44;10.16;0.43;10.16;0.42;10.16;0.41;10.16;0.4;10.16;0.39;10.16;0.38;10.16;0.37;10.16;0.36;10.16;0.35;10.16;0.34;10.16;0.33;10.16;0.32;10.16;0.31;10.16;0.3;10.16;0.29;10.16;0.28;10.16;0.27;10.16;0.26;10.16;0.25;10.16;0.24;10.16;0.23;10.16;0.22;10.16;0.21;10.16;0.2;10.16;0.19;10.16;0.18;10.16;0.17;10.16;0.16;10.16;0.15;10.16;0.14;10.16;0.13;10.16;0.12;10.16;0.11;0.99680.16;0.1;10.16;0.09;10.16;0.08;10.16;0.07;10.16;0.06;10.16;0.05;10.16;0.04;10.16;0.03;10.16;0.02;10.16;0.01;10.2;0.5;10.2;0.49;-10.2;0.48;10.2;0.47;10.2;0.46;10.2;0.45;10.2;0.44;0.99680.2;0.43;10.2;0.42;10.2;0.41;10.2;0.4;10.2;0.39;10.2;0.38;10.2;0.37;10.2;0.36;10.2;0.35;0.99680.2;0.34;10.01;1;606.391;0.164463
0.02;1;599.19;0.162628
0.03;1;590.68;0.161093
0.04;1;582.749;0.159483
0.05;1;574.137;0.157894
0.06;1;565.693;0.156087
0.07;1;556.52;0.15454
0.08;1;549.892;0.152824
0.09;1;545.093;0.151145
0.1;1;535.389;0.149637
0.11;1;528.281;0.147824
0.12;1;516.536;0.14617
0.13;1;510.306;0.144536
0.14;1;503.989;0.142738
0.15;1;503.457;0.141295
0.16;1;488.445;0.139458
0.17;1;484.125;0.137965
