patterns, probability of distruction, occurrences
52,0.08,12501.7
52,0.09,12462.1
52,0.1,12413.1
52,0.11,12353.3
52,0.12,12291.1
52,0.13,12232.1
52,0.14,12173.4
52,0.15,12104.7
52,0.16,12051.4
52,0.17,11974.3
52,0.18,11902.2
52,0.19,11821.4
52,0.2,11747.4
52,0.21,11680.5
52,0.22,11591
52,0.23,11517.2
52,0.24,11435.6
52,0.25,11333.2
52,0.26,11254.3
52,0.27,11167.1
52,0.28,11081.8
52,0.29,10976.5
52,0.3,10906.4
52,0.31,10804.2
52,0.32,10700.2
52,0.33,10613
52,0.34,10498.8
52,0.35,10406.4
52,0.36,10316.3
52,0.37,10200.4
52,0.38,10103.3
52,0.39,9991.06
52,0.4,9877.38
52,0.41,9784.7
52,0.42,9672.06
52,0.43,9550.07
52,0.44,9433.09
52,0.45,9317.3
52,0.46,9204.75
52,0.47,9074.58
52,0.48,8958.44
52,0.49,8830.35
52,0.5,8708.19
52,0.51,8598
52,0.52,8455.12
52,0.53,8324.68
52,0.54,8187.44
52,0.55,8080.15
52,0.56,7921.54
52,0.57,7807.35
52,0.58,7666.31
52,0.59,7525.41
52,0.6,7365.78
52,0.61,7226.7
52,0.62,7094.46
52,0.63,6961.23
52,0.64,6790.82
52,0.65,6645.4
52,0.66,6495.78
52,0.67,6344.83
52,0.68,6175.93
52,0.69,6046.65
52,0.7,5858.98
52,0.71,5701.12
52,0.72,5566.57
52,0.73,5388.73
52,0.74,5214.65
52,0.75,5050.72
52,0.76,4871.55
52,0.77,4721.28
52,0.78,4543.16
52,0.79,4372.93
53,0,12855.4
53,0.01,12976.1
53,0.02,13048.4
53,0.03,13093.1
53,0.04,13127.1
53,0.05,13142.7
53,0.06,13156.6
53,0.07,13160.4
53,0.08,13131
53,0.09,13132.3
53,0.1,13098.2
53,0.11,13080
53,0.12,13051.4
53,0.13,13005
53,0.14,12972.9
53,0.15,12926.3
53,0.16,12876.5
53,0.17,12820.1
53,0.18,12763.1
53,0.19,12697.8
53,0.2,12641.5
53,0.21,12566.8
53,0.22,12491.7
53,0.23,12426
53,0.24,12359.6
53,0.25,12270
53,0.26,12198.3
53,0.27,12115.8
53,0.28,12033.7
53,0.29,11931.5
53,0.3,11845.9
53,0.31,11759.2
53,0.32,11655.8
53,0.33,11561.7
53,0.34,11474.2
53,0.35,11350.7
53,0.36,11268.6
53,0.37,11143
53,0.38,11055.8
53,0.39,10924.5
53,0.4,10821.3
53,0.41,10714.8
53,0.42,10581.6
53,0.43,10464.3
53,0.44,10352.2
53,0.45,10238.8
53,0.46,10118.1
53,0.47,9978.42
53,0.48,9856.97
53,0.49,9713.91
53,0.5,9584.37
53,0.51,9459.14
53,0.52,9310.52
53,0.53,9182.29
53,0.54,9049.64
53,0.55,8913
53,0.56,8743.96
53,0.57,8600
53,0.58,8455.23
53,0.59,8302.84
53,0.6,8156.02
53,0.61,8005.81
53,0.62,7853.69
53,0.63,7680.89
53,0.64,7520.41
53,0.65,7341.31
53,0.66,7199.03
53,0.67,7043.67
53,0.68,6879.13
53,0.69,6685.81
53,0.7,6524.16
53,0.71,6364.73
53,0.72,6165.49
53,0.73,6007.41
53,0.74,5771.05
53,0.75,5618.96
53,0.76,5377.37
53,0.77,5239.68
53,0.78,5069.5
53,0.79,4846.1
54,0,12901.7
54,0.01,12877.3
54,0.02,12843.3
54,0.03,12814.4
54,0.04,12774.9
54,0.05,12727.5
54,0.06,12693.9
54,0.07,12642.9
54,0.08,12601.8
54,0.09,12538.5
54,0.1,12489.3
54,0.11,12432.9
54,0.12,12373
54,0.13,12323.2
54,0.14,12255
54,0.15,12183.8
54,0.16,12112.6
54,0.17,12035.9
54,0.18,11966.9
54,0.19,11908.4
54,0.2,11821.1
54,0.21,11750
54,0.22,11676.3
54,0.23,11580.3
54,0.24,11506.1
54,0.25,11426.1
54,0.26,11337.8
54,0.27,11246.8
54,0.28,11142.3
54,0.29,11052.6
54,0.3,10988.8
54,0.31,10872.6
54,0.32,10766.2
54,0.33,10666.8
54,0.34,10553.6
54,0.35,10475.3
54,0.36,10372.3
54,0.37,10277.1
54,0.38,10171.5
54,0.39,10042.5
54,0.4,9954.92
54,0.41,9832.38
54,0.42,9706.87
54,0.43,9596.92
54,0.44,9494.12
54,0.45,9355.4
54,0.46,9237.25
54,0.47,9134.2
54,0.48,8997.27
54,0.49,8882.94
54,0.5,8758.97
54,0.51,8658.69
54,0.52,8518.09
54,0.53,8361.91
54,0.54,8225.28
54,0.55,8112.17
54,0.56,7968.13
54,0.57,7828.75
54,0.58,7691.49
54,0.59,7564.14
54,0.6,7396.48
54,0.61,7278.54
54,0.62,7125.16
54,0.63,6991.28
54,0.64,6844.45
54,0.65,6670.3
54,0.66,6511.47
54,0.67,6390.54
54,0.68,6221.07
54,0.69,6059.9
54,0.7,5899.74
54,0.71,5748.29
54,0.72,5585.91
54,0.73,5412.91
54,0.74,5250.69
54,0.75,5070.13
54,0.76,4899.26
54,0.77,4742.56
54,0.78,4537.62
54,0.79,4378.91
55,0,12939.2
55,0.01,13057.9
55,0.02,13131.4
55,0.03,13172.1
55,0.04,13204.1
55,0.05,13218.8
55,0.06,13234.7
55,0.07,13229.2
55,0.08,13222.6
55,0.09,13203.9
55,0.1,13174.7
55,0.11,13152.1
55,0.12,13119.6
55,0.13,13071.7
55,0.14,13031.1
55,0.15,12994.3
55,0.16,12926.6
55,0.17,12882.7
55,0.18,12823.1
55,0.19,12773.6
55,0.2,12709.3
55,0.21,12641
55,0.22,12574
55,0.23,12492.3
55,0.24,12411.8
55,0.25,12326.4
55,0.26,12249.1
55,0.27,12166.6
55,0.28,12079.4
55,0.29,11990.5
55,0.3,11900.8
55,0.31,11798.2
55,0.32,11724.3
55,0.33,11621.3
55,0.34,11513.8
55,0.35,11413.5
55,0.36,11316.6
55,0.37,11219.6
55,0.38,11096.1
55,0.39,10973.5
55,0.4,10874.8
55,0.41,10757.6
55,0.42,10641
55,0.43,10503.4
55,0.44,10397.9
55,0.45,10270
55,0.46,10155.5
55,0.47,10009.2
55,0.48,9890.71
55,0.49,9747.75
55,0.5,9645.92
55,0.51,9495.49
55,0.52,9364
55,0.53,9225.28
55,0.54,9081.97
55,0.55,8963.78
55,0.56,8790.25
55,0.57,8641.44
55,0.58,8492.87
55,0.59,8359.41
55,0.6,8203.62
55,0.61,8032.2
55,0.62,7863.64
55,0.63,7728.55
55,0.64,7548.8
55,0.65,7405.65
55,0.66,7223.41
55,0.67,7068.97
55,0.68,6874.03
55,0.69,6714.19
55,0.7,6551.83
55,0.71,6397.36
55,0.72,6190.53
55,0.73,5998.88
55,0.74,5813.41
55,0.75,5647.78
55,0.76,5441.08
55,0.77,5243.89
55,0.78,5065.47
55,0.79,4860.81
56,0,12982
56,0.01,12957
56,0.02,12930
56,0.03,12885
56,0.04,12860.4
56,0.05,12815.2
56,0.06,12766
56,0.07,12724.7
56,0.08,12667.8
56,0.09,12627.9
56,0.1,12573.5
56,0.11,12516.5
56,0.12,12443.9
56,0.13,12383.3
56,0.14,12329.1
56,0.15,12252.4
56,0.16,12197.3
56,0.17,12117.7
56,0.18,12058.2
56,0.19,11968.9
56,0.2,11901.6
56,0.21,11830.8
56,0.22,11738.3
56,0.23,11665
56,0.24,11564.2
56,0.25,11503.5
56,0.26,11401.6
56,0.27,11310.8
56,0.28,11211.6
56,0.29,11112.8
56,0.3,11040.3
56,0.31,10916.5
56,0.32,10842.8
56,0.33,10739
56,0.34,10639.3
56,0.35,10529.6
56,0.36,10427.5
56,0.37,10327.5
56,0.38,10234.9
56,0.39,10115.1
56,0.4,10003.8
56,0.41,9887.99
56,0.42,9778.82
56,0.43,9637.38
56,0.44,9530.8
56,0.45,9428.16
56,0.46,9305.61
56,0.47,9187.51
56,0.48,9053.68
56,0.49,8915.26
56,0.5,8819.41
56,0.51,8672.04
56,0.52,8532.09
56,0.53,8405.17
56,0.54,8275.47
56,0.55,8158.04
56,0.56,8015.83
56,0.57,7868.08
56,0.58,7736.98
56,0.59,7604.92
56,0.6,7434.67
56,0.61,7297.73
56,0.62,7185.44
56,0.63,7025.31
56,0.64,6857.21
56,0.65,6723.78
56,0.66,6547.29
56,0.67,6425.56
56,0.68,6265.1
56,0.69,6102.8
56,0.7,5930.66
56,0.71,5773.95
56,0.72,5596.82
56,0.73,5452.69
56,0.74,5279.39
56,0.75,5088.22
56,0.76,4922.03
56,0.77,4745.37
56,0.78,4590.19
56,0.79,4327.39
57,0,13014.5
57,0.01,13135.6
57,0.02,13200.4
57,0.03,13235.7
57,0.04,13276
57,0.05,13298.4
57,0.06,13310.1
57,0.07,13297.7
57,0.08,13295.4
57,0.09,13269.2
57,0.1,13236.3
57,0.11,13219.8
57,0.12,13186.2
57,0.13,13145.9
57,0.14,13101.7
57,0.15,13041.9
57,0.16,13003.1
57,0.17,12955.1
57,0.18,12880.6
57,0.19,12827.1
57,0.2,12770
57,0.21,12679.1
57,0.22,12629
57,0.23,12550.9
57,0.24,12472.4
57,0.25,12405.5
57,0.26,12306.9
57,0.27,12228
57,0.28,12138.3
57,0.29,12042.2
57,0.3,11949.7
57,0.31,11853.2
57,0.32,11766
57,0.33,11671.5
57,0.34,11549.3
57,0.35,11471.6
57,0.36,11354.4
57,0.37,11242.5
57,0.38,11135.4
57,0.39,11030
57,0.4,10918.5
57,0.41,10788
57,0.42,10672.7
57,0.43,10548.2
57,0.44,10428.8
57,0.45,10306.6
57,0.46,10168.8
57,0.47,10057.2
57,0.48,9926.47
57,0.49,9781.87
57,0.5,9652.5
57,0.51,9527.43
57,0.52,9374.76
57,0.53,9246.56
57,0.54,9102.27
57,0.55,8951.87
57,0.56,8814.2
57,0.57,8661.07
57,0.58,8520.36
57,0.59,8352.45
57,0.6,8214.97
57,0.61,8037.92
57,0.62,7892.4
57,0.63,7748.84
57,0.64,7550
57,0.65,7407.7
57,0.66,7215.86
57,0.67,7069.29
57,0.68,6911.9
57,0.69,6704.81
57,0.7,6558.37
57,0.71,6386.04
57,0.72,6196.18
57,0.73,6011.21
57,0.74,5801.41
57,0.75,5643.92
57,0.76,5432.67
57,0.77,5255.55
57,0.78,5066.64
57,0.79,4877.92
58,0,13047.6
58,0.01,13027
58,0.02,12990.5
58,0.03,12968.2
58,0.04,12919.5
58,0.05,12879.9
58,0.06,12840.1
58,0.07,12802.5
58,0.08,12742.4
58,0.09,12696.9
58,0.1,12643.1
58,0.11,12584.2
58,0.12,12524
58,0.13,12472
58,0.14,12406
58,0.15,12333.1
58,0.16,12259.8
58,0.17,12190.2
58,0.18,12115.8
58,0.19,12036.4
58,0.2,11961.8
58,0.21,11890.8
58,0.22,11809.7
58,0.23,11720.5
58,0.24,11635.1
58,0.25,11553.8
58,0.26,11472.9
58,0.27,11375.7
58,0.28,11292.6
58,0.29,11193.7
58,0.3,11088.4
58,0.31,11011.4
58,0.32,10890.3
58,0.33,10818.3
58,0.34,10697
58,0.35,10595.9
58,0.36,10486.4
58,0.37,10373.3
58,0.38,10282.1
58,0.39,10155.1
58,0.4,10056.2
58,0.41,9927.65
58,0.42,9831.02
58,0.43,9711.71
58,0.44,9571.71
58,0.45,9467.28
58,0.46,9339.08
58,0.47,9225.17
58,0.48,9125.48
58,0.49,8977.33
58,0.5,8841.3
58,0.51,8725.95
58,0.52,8586
58,0.53,8450.08
58,0.54,8322.11
58,0.55,8195.08
58,0.56,8058.67
58,0.57,7907.52
58,0.58,7769.18
58,0.59,7617.58
58,0.6,7470.08
58,0.61,7339.83
58,0.62,7189.8
58,0.63,7043.4
58,0.64,6885.18
58,0.65,6736.86
58,0.66,6572.21
58,0.67,6414.39
58,0.68,6273.5
58,0.69,6128.98
58,0.7,5964.06
58,0.71,5800.4
58,0.72,5623.21
58,0.73,5436.49
58,0.74,5279.38
58,0.75,5109.24
58,0.76,4962.81
58,0.77,4769.5
58,0.78,4495.8
58,0.79,4438.93
59,0,13091.5
59,0.01,13194.6
59,0.02,13276.4
59,0.03,13329.3
59,0.04,13342
59,0.05,13366.6
59,0.06,13375.5
59,0.07,13365.6
59,0.08,13354.8
59,0.09,13338.4
59,0.1,13308.5
59,0.11,13286.9
59,0.12,13256.4
59,0.13,13211.4
59,0.14,13164.5
59,0.15,13115.1
59,0.16,13061.5
59,0.17,13018.9
59,0.18,12952.7
59,0.19,12894.2
59,0.2,12810.8
59,0.21,12751.6
59,0.22,12666.3
59,0.23,12605.2
59,0.24,12533.3
59,0.25,12440.2
59,0.26,12360.7
59,0.27,12279.9
59,0.28,12182.9
59,0.29,12105.3
59,0.3,12001.7
59,0.31,11899.9
59,0.32,11810.7
59,0.33,11701.3
59,0.34,11602
59,0.35,11496.2
59,0.36,11401.6
59,0.37,11300.5
59,0.38,11176.7
59,0.39,11070.5
59,0.4,10957.5
59,0.41,10856.5
59,0.42,10708.8
59,0.43,10587.5
59,0.44,10470.4
59,0.45,10334.9
59,0.46,10208.5
59,0.47,10094.4
59,0.48,9972.07
59,0.49,9818.19
59,0.5,9703.8
59,0.51,9547.07
59,0.52,9423.71
59,0.53,9290.05
59,0.54,9132.55
59,0.55,8987.34
59,0.56,8843.98
59,0.57,8710.31
59,0.58,8526.63
59,0.59,8384.41
59,0.6,8238.34
59,0.61,8093.09
59,0.62,7931.45
59,0.63,7760.62
59,0.64,7599.4
59,0.65,7408.78
59,0.66,7257.38
59,0.67,7103.22
59,0.68,6934.32
59,0.69,6755.98
59,0.7,6571.91
59,0.71,6400.88
59,0.72,6242.27
59,0.73,6024.36
59,0.74,5872.85
59,0.75,5668.74
59,0.76,5468.34
59,0.77,5275.85
59,0.78,5088.45
59,0.79,4881.3
60,0,13133.9
60,0.01,13104.3
60,0.02,13065.8
60,0.03,13039.1
60,0.04,12995.5
60,0.05,12968
60,0.06,12913.2
60,0.07,12871
60,0.08,12824.4
60,0.09,12762.7
60,0.1,12712
60,0.11,12661.8
60,0.12,12601.7
60,0.13,12528.1
60,0.14,12464.1
60,0.15,12388.8
60,0.16,12327.3
60,0.17,12268.6
60,0.18,12196.6
60,0.19,12100
60,0.2,12028.8
60,0.21,11949.7
60,0.22,11871.6
60,0.23,11780.2
60,0.24,11709.9
60,0.25,11620.7
60,0.26,11537.5
60,0.27,11441.7
60,0.28,11334
60,0.29,11248.2
60,0.3,11158.1
60,0.31,11075.7
60,0.32,10953.1
60,0.33,10879.3
60,0.34,10751
60,0.35,10647.6
60,0.36,10549
60,0.37,10430.8
60,0.38,10312.6
60,0.39,10222.4
60,0.4,10115.1
60,0.41,9988.96
60,0.42,9859.45
60,0.43,9756.32
60,0.44,9640.23
60,0.45,9526.02
60,0.46,9399.28
60,0.47,9282.36
60,0.48,9147.36
60,0.49,9023.05
60,0.5,8887.67
60,0.51,8753.02
60,0.52,8615.43
60,0.53,8479.57
60,0.54,8359.24
60,0.55,8235.41
60,0.56,8084
60,0.57,7971.98
60,0.58,7811.47
60,0.59,7673.35
60,0.6,7538.19
60,0.61,7376.45
60,0.62,7223.98
60,0.63,7089.04
60,0.64,6912.18
60,0.65,6775.9
60,0.66,6624.55
60,0.67,6448.23
60,0.68,6303.9
60,0.69,6125.18
60,0.7,5980.34
60,0.71,5798.29
60,0.72,5636.56
60,0.73,5493.45
60,0.74,5309.81
60,0.75,5150.45
60,0.76,4955.45
60,0.77,4734.35
60,0.78,4602.48
60,0.79,4442.98
61,0,13163.5
61,0.01,13271.9
61,0.02,13361.3
61,0.03,13389.1
61,0.04,13427.1
61,0.05,13441.4
61,0.06,13433.4
61,0.07,13431.3
61,0.08,13420.6
61,0.09,13408.7
61,0.1,13385.1
61,0.11,13335.9
61,0.12,13322.1
61,0.13,13278.5
61,0.14,13227.2
61,0.15,13175
61,0.16,13131.3
61,0.17,13065.6
61,0.18,13016.2
61,0.19,12960.6
61,0.2,12883.1
61,0.21,12809.6
61,0.22,12734.5
61,0.23,12657.6
61,0.24,12577.2
61,0.25,12502.4
61,0.26,12420.8
61,0.27,12327.3
61,0.28,12235.5
61,0.29,12143.2
61,0.3,12049.9
61,0.31,11961.9
61,0.32,11846.1
61,0.33,11757.7
61,0.34,11636.8
61,0.35,11562.4
61,0.36,11436.2
61,0.37,11339.3
61,0.38,11221.3
61,0.39,11105.7
61,0.4,10988.1
61,0.41,10877.1
61,0.42,10764.3
61,0.43,10636.4
61,0.44,10517.3
61,0.45,10396.5
61,0.46,10253.2
61,0.47,10142.3
61,0.48,9994.15
61,0.49,9868.87
61,0.5,9730.05
61,0.51,9591.74
61,0.52,9459.56
61,0.53,9313.9
61,0.54,9160.24
61,0.55,9008.29
61,0.56,8881.32
61,0.57,8723.82
61,0.58,8579.15
61,0.59,8416.49
61,0.6,8263.4
61,0.61,8098.29
61,0.62,7961.8
61,0.63,7777.97
61,0.64,7631.45
61,0.65,7465.06
61,0.66,7296.41
61,0.67,7129.39
61,0.68,6946.68
61,0.69,6777.43
61,0.7,6603.16
61,0.71,6423.23
61,0.72,6238.27
61,0.73,6048.42
61,0.74,5856.56
61,0.75,5695.65
61,0.76,5499.83
61,0.77,5291.19
61,0.78,5085.91
61,0.79,4854.49
62,0,13208.7
62,0.01,13174.9
62,0.02,13137.4
62,0.03,13101.7
62,0.04,13080.5
62,0.05,13028.9
62,0.06,12980.2
62,0.07,12936.3
62,0.08,12894.3
62,0.09,12852.1
62,0.1,12787.5
62,0.11,12725.7
62,0.12,12653
62,0.13,12596.6
62,0.14,12538.5
62,0.15,12457.3
62,0.16,12400.4
62,0.17,12327.1
62,0.18,12260.6
62,0.19,12178.9
62,0.2,12097.1
62,0.21,12013.6
62,0.22,11927.4
62,0.23,11850.1
62,0.24,11774.2
62,0.25,11675.9
62,0.26,11589.7
62,0.27,11492
62,0.28,11406.1
62,0.29,11309.3
62,0.3,11216.5
62,0.31,11093.8
62,0.32,11019.1
62,0.33,10907.9
62,0.34,10827
62,0.35,10717.4
62,0.36,10592.7
62,0.37,10488.3
62,0.38,10382.9
62,0.39,10270.6
62,0.4,10141.1
62,0.41,10039.8
62,0.42,9915.44
62,0.43,9792.4
62,0.44,9682.32
62,0.45,9564.76
62,0.46,9434.57
62,0.47,9318.12
62,0.48,9181.33
62,0.49,9061.39
62,0.5,8930.96
62,0.51,8800.95
62,0.52,8676.23
62,0.53,8524.56
62,0.54,8436.78
62,0.55,8242.06
62,0.56,8127.5
62,0.57,7977.93
62,0.58,7853.1
62,0.59,7702.98
62,0.6,7552.54
62,0.61,7402.6
62,0.62,7254.95
62,0.63,7103.85
62,0.64,6957.81
62,0.65,6808.36
62,0.66,6644.18
62,0.67,6491.88
62,0.68,6313.72
62,0.69,6172.88
62,0.7,5992.8
62,0.71,5837.64
62,0.72,5670.53
62,0.73,5479.17
62,0.74,5327.32
62,0.75,5151.68
62,0.76,4949.45
62,0.77,4820.93
62,0.78,4623.69
62,0.79,4441.55
63,0,13230.2
63,0.01,13358.9
63,0.02,13410.9
63,0.03,13471.8
63,0.04,13489.3
63,0.05,13507.5
63,0.06,13509.7
63,0.07,13506.9
63,0.08,13493.2
63,0.09,13463.9
63,0.1,13449.1
63,0.11,13403.5
63,0.12,13363.3
63,0.13,13335.3
63,0.14,13283.7
63,0.15,13239.2
63,0.16,13188.4
63,0.17,13118.4
63,0.18,13060
63,0.19,12994.8
63,0.2,12926.6
63,0.21,12852
63,0.22,12786.7
63,0.23,12717
63,0.24,12638.7
63,0.25,12543.3
63,0.26,12464.9
63,0.27,12368.4
63,0.28,12290
63,0.29,12191.9
63,0.3,12100
63,0.31,11995.3
63,0.32,11908.6
63,0.33,11792.5
63,0.34,11699.6
63,0.35,11597.8
63,0.36,11489.5
63,0.37,11385
63,0.38,11269.7
63,0.39,11148.4
63,0.4,11026.2
63,0.41,10906.6
63,0.42,10803
63,0.43,10677.5
63,0.44,10543.4
63,0.45,10423.8
63,0.46,10294.1
63,0.47,10174.7
63,0.48,10017.1
63,0.49,9896.74
63,0.5,9756.44
63,0.51,9607.7
63,0.52,9493.98
63,0.53,9313.57
63,0.54,9198.75
63,0.55,9052.38
63,0.56,8891.61
63,0.57,8759.79
63,0.58,8590.25
63,0.59,8455.28
63,0.6,8281.58
63,0.61,8121.35
63,0.62,7967.93
63,0.63,7777.06
63,0.64,7641.97
63,0.65,7498.47
63,0.66,7297.87
63,0.67,7129.71
63,0.68,6985.25
63,0.69,6781.43
63,0.7,6602.73
63,0.71,6440.73
63,0.72,6241.34
63,0.73,6058.17
63,0.74,5879.99
63,0.75,5678.52
63,0.76,5521.61
63,0.77,5305.89
63,0.78,5072.36
63,0.79,4908.48
64,0,13268.3
64,0.01,13245.1
64,0.02,13203.6
64,0.03,13180.8
64,0.04,13144.6
64,0.05,13090.6
64,0.06,13056.8
64,0.07,13017.8
64,0.08,12950.4
64,0.09,12900.1
64,0.1,12848.6
64,0.11,12796.6
64,0.12,12726.9
64,0.13,12658.8
64,0.14,12587.2
64,0.15,12543.8
64,0.16,12458.6
64,0.17,12379.9
64,0.18,12319.7
64,0.19,12231.7
64,0.2,12158.9
64,0.21,12083.8
64,0.22,11986
64,0.23,11906.9
64,0.24,11820.8
64,0.25,11732.3
64,0.26,11639.5
64,0.27,11571.6
64,0.28,11461.7
64,0.29,11362.9
64,0.3,11265
64,0.31,11172.3
64,0.32,11079.5
64,0.33,10964.5
64,0.34,10872.5
64,0.35,10754.7
64,0.36,10646.2
64,0.37,10528
64,0.38,10420.5
64,0.39,10298.8
64,0.4,10202.3
64,0.41,10073
64,0.42,9962.87
64,0.43,9860.69
64,0.44,9732.81
64,0.45,9608.37
64,0.46,9484.8
64,0.47,9358.27
64,0.48,9233.3
64,0.49,9099.44
64,0.5,8950.6
64,0.51,8847.07
64,0.52,8701.11
64,0.53,8555.86
64,0.54,8429.35
64,0.55,8303.88
64,0.56,8164.54
64,0.57,8030.86
64,0.58,7892.07
64,0.59,7725.36
64,0.6,7570.43
64,0.61,7450.67
64,0.62,7326.86
64,0.63,7144.27
64,0.64,6995.47
64,0.65,6846.24
64,0.66,6673.99
64,0.67,6524.03
64,0.68,6341.67
64,0.69,6195.76
64,0.7,6029.13
64,0.71,5868.85
64,0.72,5684.96
64,0.73,5534.09
64,0.74,5358.36
64,0.75,5167.74
64,0.76,5002.46
64,0.77,4797.49
64,0.78,4654.86
64,0.79,4471.23
65,0,13310.1
65,0.01,13418.4
65,0.02,13490.1
65,0.03,13531.4
65,0.04,13557.9
65,0.05,13570.7
65,0.06,13571.5
65,0.07,13558.6
65,0.08,13550.7
65,0.09,13535.7
65,0.1,13498.3
65,0.11,13463.6
65,0.12,13435.5
65,0.13,13392.6
65,0.14,13337.4
65,0.15,13290.4
65,0.16,13234.9
65,0.17,13179.1
65,0.18,13112.8
65,0.19,13050.4
65,0.2,12985.3
65,0.21,12910.5
65,0.22,12848.1
65,0.23,12757.4
65,0.24,12683.2
65,0.25,12591.3
65,0.26,12513.9
65,0.27,12431.4
65,0.28,12336.9
65,0.29,12249.6
65,0.3,12136.5
65,0.31,12032.8
65,0.32,11958.7
65,0.33,11858.7
65,0.34,11739.5
65,0.35,11642.3
65,0.36,11535.3
65,0.37,11417.4
65,0.38,11273.7
65,0.39,11190.3
65,0.4,11067.2
65,0.41,10945.8
65,0.42,10834.9
65,0.43,10698.7
65,0.44,10586.1
65,0.45,10453.5
65,0.46,10332.3
65,0.47,10179.8
65,0.48,10053.6
65,0.49,9921.2
65,0.5,9805.76
65,0.51,9660.92
65,0.52,9498.72
65,0.53,9374.43
65,0.54,9218.75
65,0.55,9080.05
65,0.56,8928.94
65,0.57,8784.75
65,0.58,8624.25
65,0.59,8477.79
65,0.6,8304.42
65,0.61,8144.45
65,0.62,8011.53
65,0.63,7840.15
65,0.64,7667.08
65,0.65,7495.73
65,0.66,7322.95
65,0.67,7168.53
65,0.68,6994.38
65,0.69,6806.77
65,0.7,6615.98
65,0.71,6436.33
65,0.72,6264.15
65,0.73,6063.03
65,0.74,5886.88
65,0.75,5699.6
65,0.76,5504.88
65,0.77,5307.05
65,0.78,5123.13
65,0.79,4925.3
66,0,13347.2
66,0.01,13308.9
66,0.02,13284.9
66,0.03,13250
66,0.04,13204.9
66,0.05,13166.4
66,0.06,13122.8
66,0.07,13083.9
66,0.08,13023.2
66,0.09,12972.6
66,0.1,12921.6
66,0.11,12852.5
66,0.12,12789.4
66,0.13,12735.8
66,0.14,12664.2
66,0.15,12598.7
66,0.16,12516.7
66,0.17,12459.8
66,0.18,12369.7
66,0.19,12287.5
66,0.2,12230.1
66,0.21,12128.3
66,0.22,12047
66,0.23,11961.7
66,0.24,11881.7
66,0.25,11791.7
66,0.26,11698.8
66,0.27,11597.8
66,0.28,11500.2
66,0.29,11404.6
66,0.3,11313.6
66,0.31,11221.8
66,0.32,11111.4
66,0.33,11013.4
66,0.34,10902
66,0.35,10779.2
66,0.36,10680.7
66,0.37,10602.2
66,0.38,10482.4
66,0.39,10362.5
66,0.4,10247.6
66,0.41,10132.7
66,0.42,10007.4
66,0.43,9904.44
66,0.44,9772.88
66,0.45,9653.49
66,0.46,9525.64
66,0.47,9418.44
66,0.48,9266.04
66,0.49,9135.36
66,0.5,9016.13
66,0.51,8871.37
66,0.52,8742.13
66,0.53,8609.09
66,0.54,8478.95
66,0.55,8326.78
66,0.56,8190.95
66,0.57,8044.48
66,0.58,7938.21
66,0.59,7765.21
66,0.6,7620.87
66,0.61,7462.25
66,0.62,7313.58
66,0.63,7153.98
66,0.64,7010
66,0.65,6841.76
66,0.66,6698.69
66,0.67,6537.32
66,0.68,6363.24
66,0.69,6226.14
66,0.7,6045.68
66,0.71,5887.33
66,0.72,5701.98
66,0.73,5537.14
66,0.74,5388.98
66,0.75,5187.11
66,0.76,5010.23
66,0.77,4844.74
66,0.78,4679.51
66,0.79,4421.3
67,0,13375.3
67,0.01,13500.6
67,0.02,13552.4
67,0.03,13587.2
67,0.04,13615.4
67,0.05,13626.3
67,0.06,13629.4
67,0.07,13626
67,0.08,13608.4
67,0.09,13588.7
67,0.1,13560.6
67,0.11,13526.1
67,0.12,13488.8
67,0.13,13451.4
67,0.14,13400
67,0.15,13339.8
67,0.16,13283.1
67,0.17,13236.3
67,0.18,13174.2
67,0.19,13112.7
67,0.2,13035.9
67,0.21,12954.3
67,0.22,12888.7
67,0.23,12810.9
67,0.24,12736.7
67,0.25,12647.6
67,0.26,12564.3
67,0.27,12474.4
67,0.28,12378
67,0.29,12285.2
67,0.3,12201.9
67,0.31,12097.5
67,0.32,11989.1
67,0.33,11892.9
67,0.34,11777.8
67,0.35,11675.8
67,0.36,11575.7
67,0.37,11465.2
67,0.38,11330.1
67,0.39,11229.7
67,0.4,11102.6
67,0.41,11004.6
67,0.42,10862.9
67,0.43,10735.6
67,0.44,10613.1
67,0.45,10478.1
67,0.46,10367.7
67,0.47,10220.1
67,0.48,10097.2
67,0.49,9947.84
67,0.5,9816.47
67,0.51,9654.99
67,0.52,9521.98
67,0.53,9383.79
67,0.54,9247.95
67,0.55,9082.95
67,0.56,8932.53
67,0.57,8805.25
67,0.58,8647.51
67,0.59,8498.09
67,0.6,8352.94
67,0.61,8194.1
67,0.62,7999.43
67,0.63,7835.49
67,0.64,7679.01
67,0.65,7508.35
67,0.66,7361.09
67,0.67,7160.35
67,0.68,7007.42
67,0.69,6806.96
67,0.7,6652.16
67,0.71,6445.96
67,0.72,6258.84
67,0.73,6095.44
67,0.74,5903.12
67,0.75,5688.78
67,0.76,5509.96
67,0.77,5329.51
67,0.78,5110.89
67,0.79,4912.12
68,0,13411.9
68,0.01,13378.7
68,0.02,13339.7
68,0.03,13307
68,0.04,13273.3
68,0.05,13226.2
68,0.06,13185.2
68,0.07,13129.3
68,0.08,13087.6
68,0.09,13029
68,0.1,12972.9
68,0.11,12916.3
68,0.12,12864.4
68,0.13,12788.6
68,0.14,12720.6
