patterns, probability of distruction, occurrences
36,0,11996.9
36,0.01,11971.1
36,0.02,11937.8
36,0.03,11905.9
36,0.04,11870.4
36,0.05,11845
36,0.06,11801.7
36,0.07,11756.1
36,0.08,11698.6
36,0.09,11664.7
36,0.1,11623.8
36,0.11,11558
36,0.12,11501.1
36,0.13,11454.9
36,0.14,11396.6
36,0.15,11334.8
36,0.16,11290.7
36,0.17,11219.8
36,0.18,11155.9
36,0.19,11078.7
36,0.2,11027.9
36,0.21,10944
36,0.22,10874.3
36,0.23,10788.9
36,0.24,10729.6
36,0.25,10635.1
36,0.26,10563
36,0.27,10487.6
36,0.28,10404.8
36,0.29,10331.2
36,0.3,10228.3
36,0.31,10161
36,0.32,10058.8
36,0.33,9974.59
36,0.34,9873.46
36,0.35,9769.67
36,0.36,9694.63
36,0.37,9591.52
36,0.38,9484.79
36,0.39,9381.95
36,0.4,9287.04
36,0.41,9203.69
36,0.42,9111.69
36,0.43,8992.8
36,0.44,8888.57
36,0.45,8770.44
36,0.46,8649.5
36,0.47,8549.24
36,0.48,8446.19
36,0.49,8328.47
36,0.5,8222.46
36,0.51,8088.82
36,0.52,7980.86
36,0.53,7843.77
36,0.54,7742.85
36,0.55,7624.06
36,0.56,7520.3
36,0.57,7368.75
36,0.58,7240.96
36,0.59,7116.72
36,0.6,6977.6
36,0.61,6859.99
36,0.62,6699.38
36,0.63,6580.68
36,0.64,6447.75
36,0.65,6275.45
36,0.66,6185.15
36,0.67,6014.18
36,0.68,5885.21
36,0.69,5711.01
36,0.7,5485.1
36,0.71,5432.24
36,0.72,5266.03
36,0.73,5011.13
36,0.74,4972.83
36,0.75,4817.69
36,0.76,4659.72
36,0.77,4496.54
36,0.78,4329.52
36,0.79,4147.47
37,0,12062.8
37,0.01,12184.2
37,0.02,12265.5
37,0.03,12327
37,0.04,12364.1
37,0.05,12397.1
37,0.06,12395
37,0.07,12412
37,0.08,12410.6
37,0.09,12400.6
37,0.1,12396.6
37,0.11,12369.8
37,0.12,12348.7
37,0.13,12325.8
37,0.14,12298.7
37,0.15,12254.8
37,0.16,12207
37,0.17,12166.7
37,0.18,12124.2
37,0.19,12073.9
37,0.2,12009.9
37,0.21,11953.5
37,0.22,11895.3
37,0.23,11840.4
37,0.24,11763.4
37,0.25,11692.9
37,0.26,11627.6
37,0.27,11556.8
37,0.28,11475.3
37,0.29,11389.5
37,0.3,11323.8
37,0.31,11222
37,0.32,11152.5
37,0.33,11058.3
37,0.34,10970.3
37,0.35,10873.4
37,0.36,10767.7
37,0.37,10661.1
37,0.38,10565.3
37,0.39,10493.4
37,0.4,10371.2
37,0.41,10266.6
37,0.42,10167.8
37,0.43,10049.4
37,0.44,9943.79
37,0.45,9824.03
37,0.46,9701.35
37,0.47,9592.65
37,0.48,9474.04
37,0.49,9357.64
37,0.5,9232.19
37,0.51,9092.27
37,0.52,8982.9
37,0.53,8852.85
37,0.54,8729.34
37,0.55,8587.38
37,0.56,8450.13
37,0.57,8305.22
37,0.58,8165.7
37,0.59,8026.13
37,0.6,7870.57
37,0.61,7741.92
37,0.62,7586.71
37,0.63,7428.38
37,0.64,7300.02
37,0.65,7128.66
37,0.66,6966.76
37,0.67,6816.62
37,0.68,6655.33
37,0.69,6478.28
37,0.7,6333.83
37,0.71,6077.63
37,0.72,5998.39
37,0.73,5825.27
37,0.74,5639.75
37,0.75,5488.42
37,0.76,5277.59
37,0.77,5115.81
37,0.78,4930.4
37,0.79,4483.85
38,0,12113.3
38,0.01,12089.9
38,0.02,12064
38,0.03,12033.9
38,0.04,12003.1
38,0.05,11953.8
38,0.06,11920.4
38,0.07,11866.1
38,0.08,11834
38,0.09,11791.2
38,0.1,11741.4
38,0.11,11678
38,0.12,11636.4
38,0.13,11575.4
38,0.14,11506.6
38,0.15,11459.8
38,0.16,11398.4
38,0.17,11332.6
38,0.18,11266.1
38,0.19,11202.5
38,0.2,11125.2
38,0.21,11054.8
38,0.22,10980.6
38,0.23,10909.4
38,0.24,10818
38,0.25,10746.9
38,0.26,10656.4
38,0.27,10587.2
38,0.28,10502
38,0.29,10411.6
38,0.3,10323.6
38,0.31,10257.6
38,0.32,10159.9
38,0.33,10057.9
38,0.34,9972.34
38,0.35,9863.66
38,0.36,9791.24
38,0.37,9676.33
38,0.38,9590.47
38,0.39,9483.45
38,0.4,9395.69
38,0.41,9292.68
38,0.42,9179.23
38,0.43,9092.05
38,0.44,8948.09
38,0.45,8888.82
38,0.46,8747.51
38,0.47,8658.44
38,0.48,8522.44
38,0.49,8407.29
38,0.5,8284.51
38,0.51,8169.14
38,0.52,8062.83
38,0.53,7909.65
38,0.54,7800.21
38,0.55,7681.88
38,0.56,7555.92
38,0.57,7450.55
38,0.58,7279.72
38,0.59,7167.56
38,0.6,7029.75
38,0.61,6911.62
38,0.62,6787.05
38,0.63,6649
38,0.64,6461.54
38,0.65,6363.73
38,0.66,6196.28
38,0.67,6071.57
38,0.68,5919.87
38,0.69,5753.64
38,0.7,5626.52
38,0.71,5458.14
38,0.72,5281.61
38,0.73,5166.67
38,0.74,4998.02
38,0.75,4845.06
38,0.76,4681.83
38,0.77,4389.91
38,0.78,4370.49
38,0.79,4178.29
39,0,12177.2
39,0.01,12297.5
39,0.02,12384.9
39,0.03,12441.8
39,0.04,12490.8
39,0.05,12501.1
39,0.06,12522
39,0.07,12517.2
39,0.08,12522.4
39,0.09,12513.3
39,0.1,12504.5
39,0.11,12482
39,0.12,12455.5
39,0.13,12419.7
39,0.14,12390.4
39,0.15,12355.1
39,0.16,12305.6
39,0.17,12263.7
39,0.18,12215.4
39,0.19,12175.5
39,0.2,12104.6
39,0.21,12042.4
39,0.22,11988.9
39,0.23,11920.6
39,0.24,11840.5
39,0.25,11777.5
39,0.26,11713.2
39,0.27,11633.4
39,0.28,11551.6
39,0.29,11481.9
39,0.3,11387.9
39,0.31,11299.5
39,0.32,11222.8
39,0.33,11138.5
39,0.34,11024.3
39,0.35,10950.9
39,0.36,10862.3
39,0.37,10746.4
39,0.38,10650.3
39,0.39,10546.5
39,0.4,10442
39,0.41,10339.9
39,0.42,10221.1
39,0.43,10123.2
39,0.44,10012.6
39,0.45,9883.93
39,0.46,9775.85
39,0.47,9653.6
39,0.48,9516.38
39,0.49,9403.61
39,0.5,9291.47
39,0.51,9158.24
39,0.52,9026.79
39,0.53,8893.52
39,0.54,8754.54
39,0.55,8633.88
39,0.56,8500.84
39,0.57,8342.58
39,0.58,8214.09
39,0.59,8055.4
39,0.6,7919.92
39,0.61,7780.38
39,0.62,7650.55
39,0.63,7469.38
39,0.64,7325.08
39,0.65,7144.51
39,0.66,7023.26
39,0.67,6839.05
39,0.68,6697.79
39,0.69,6518.97
39,0.7,6301.28
39,0.71,6174.24
39,0.72,6023.51
39,0.73,5854.66
39,0.74,5683.82
39,0.75,5496.38
39,0.76,5310.74
39,0.77,5134.13
39,0.78,4957.55
39,0.79,4749.42
40,0,12235.2
40,0.01,12215.1
40,0.02,12172.5
40,0.03,12146.1
40,0.04,12114
40,0.05,12073.2
40,0.06,12029.8
40,0.07,11989.2
40,0.08,11937.2
40,0.09,11889.6
40,0.1,11842.9
40,0.11,11792.4
40,0.12,11729
40,0.13,11676
40,0.14,11624.4
40,0.15,11571.9
40,0.16,11499.3
40,0.17,11450.2
40,0.18,11379.3
40,0.19,11294.1
40,0.2,11215.9
40,0.21,11149.2
40,0.22,11093.3
40,0.23,11002.5
40,0.24,10935.7
40,0.25,10841.2
40,0.26,10768.8
40,0.27,10685.9
40,0.28,10608.4
40,0.29,10529
40,0.3,10427.6
40,0.31,10321.3
40,0.32,10244.1
40,0.33,10154.8
40,0.34,10063.4
40,0.35,9967.32
40,0.36,9864.13
40,0.37,9768.01
40,0.38,9678.1
40,0.39,9568.32
40,0.4,9470.94
40,0.41,9350.42
40,0.42,9244.94
40,0.43,9153.55
40,0.44,9060.93
40,0.45,8933.87
40,0.46,8842.33
40,0.47,8724.42
40,0.48,8608.8
40,0.49,8469.66
40,0.5,8354.83
40,0.51,8244.96
40,0.52,8124.93
40,0.53,7996.32
40,0.54,7866.77
40,0.55,7747.85
40,0.56,7613.66
40,0.57,7508.89
40,0.58,7348.72
40,0.59,7222.57
40,0.6,7092.6
40,0.61,6944.67
40,0.62,6812.03
40,0.63,6685.41
40,0.64,6548.62
40,0.65,6397.39
40,0.66,6231.59
40,0.67,6112.95
40,0.68,5940.46
40,0.69,5831.46
40,0.7,5660.95
40,0.71,5499.2
40,0.72,5363.52
40,0.73,5116.6
40,0.74,5039.68
40,0.75,4874.82
40,0.76,4735.6
40,0.77,4544.87
40,0.78,4155.23
40,0.79,4202.96
41,0,12292.3
41,0.01,12410.6
41,0.02,12486.9
41,0.03,12543.6
41,0.04,12577
41,0.05,12610.9
41,0.06,12613.4
41,0.07,12632.9
41,0.08,12621.1
41,0.09,12617.4
41,0.1,12590.4
41,0.11,12588.5
41,0.12,12557.1
41,0.13,12523.4
41,0.14,12482.4
41,0.15,12441.6
41,0.16,12394.5
41,0.17,12351.8
41,0.18,12312.1
41,0.19,12256.1
41,0.2,12206.1
41,0.21,12136
41,0.22,12078.7
41,0.23,12002
41,0.24,11919.6
41,0.25,11855.7
41,0.26,11790.1
41,0.27,11710.7
41,0.28,11637.2
41,0.29,11558
41,0.3,11480.2
41,0.31,11380.5
41,0.32,11293.7
41,0.33,11193.7
41,0.34,11112.8
41,0.35,11010.5
41,0.36,10914.3
41,0.37,10815
41,0.38,10713.9
41,0.39,10603.1
41,0.4,10492.3
41,0.41,10411
41,0.42,10282.2
41,0.43,10186.1
41,0.44,10064.9
41,0.45,9928.62
41,0.46,9832.53
41,0.47,9715.7
41,0.48,9583.29
41,0.49,9470.21
41,0.5,9326.28
41,0.51,9211.49
41,0.52,9070.62
41,0.53,8948.32
41,0.54,8802.54
41,0.55,8667.61
41,0.56,8538.79
41,0.57,8376.84
41,0.58,8258.92
41,0.59,8123.02
41,0.6,7971.59
41,0.61,7801.47
41,0.62,7684.21
41,0.63,7515.45
41,0.64,7355.09
41,0.65,7203.8
41,0.66,7035.77
41,0.67,6890.72
41,0.68,6730.53
41,0.69,6494.07
41,0.7,6400.76
41,0.71,6218
41,0.72,6050.59
41,0.73,5886.53
41,0.74,5655.37
41,0.75,5497.64
41,0.76,5283.8
41,0.77,5139.91
41,0.78,4968.94
41,0.79,4784.98
42,0,12336.9
42,0.01,12315.9
42,0.02,12277
42,0.03,12246.6
42,0.04,12217.7
42,0.05,12180.6
42,0.06,12146.9
42,0.07,12097.4
42,0.08,12052.5
42,0.09,11998.5
42,0.1,11952.6
42,0.11,11909.2
42,0.12,11839.2
42,0.13,11783.8
42,0.14,11728.3
42,0.15,11667.9
42,0.16,11611.6
42,0.17,11539.7
42,0.18,11467.6
42,0.19,11382.8
42,0.2,11325.1
42,0.21,11246.6
42,0.22,11182.4
42,0.23,11099.8
42,0.24,11028.8
42,0.25,10931.2
42,0.26,10857.9
42,0.27,10778.6
42,0.28,10703.7
42,0.29,10596.8
42,0.3,10519.8
42,0.31,10423.7
42,0.32,10334.5
42,0.33,10229.2
42,0.34,10168.8
42,0.35,10044.7
42,0.36,9953.2
42,0.37,9857.14
42,0.38,9760.66
42,0.39,9661.29
42,0.4,9562.65
42,0.41,9455.34
42,0.42,9350.56
42,0.43,9228.52
42,0.44,9110.85
42,0.45,9002.58
42,0.46,8892.6
42,0.47,8788.67
42,0.48,8660.86
42,0.49,8542.52
42,0.5,8421.86
42,0.51,8307.12
42,0.52,8196.08
42,0.53,8048.06
42,0.54,7933.92
42,0.55,7809.8
42,0.56,7675.9
42,0.57,7557.16
42,0.58,7413.58
42,0.59,7303.75
42,0.6,7148.65
42,0.61,7019.86
42,0.62,6866.02
42,0.63,6729.54
42,0.64,6591
42,0.65,6433.31
42,0.66,6288.82
42,0.67,6157.29
42,0.68,6028.46
42,0.69,5863.77
42,0.7,5704.59
42,0.71,5555.63
42,0.72,5311.45
42,0.73,5249.24
42,0.74,5097.27
42,0.75,4922.82
42,0.76,4774.3
42,0.77,4585.07
42,0.78,4423.5
42,0.79,4009.72
43,0,12399.7
43,0.01,12518.8
43,0.02,12593.1
43,0.03,12636.9
43,0.04,12681.7
43,0.05,12705.1
43,0.06,12712.5
43,0.07,12717.6
43,0.08,12715.1
43,0.09,12714.7
43,0.1,12692.5
43,0.11,12669.5
43,0.12,12636.8
43,0.13,12615.6
43,0.14,12576.8
43,0.15,12535.5
43,0.16,12483.7
43,0.17,12444.8
43,0.18,12397.7
43,0.19,12338.8
43,0.2,12269.9
43,0.21,12217
43,0.22,12152.8
43,0.23,12077.7
43,0.24,12018
43,0.25,11936.7
43,0.26,11866.2
43,0.27,11790.1
43,0.28,11719.4
43,0.29,11621.1
43,0.3,11546.1
43,0.31,11445.5
43,0.32,11361.3
43,0.33,11283.4
43,0.34,11164.2
43,0.35,11076.9
43,0.36,10970.4
43,0.37,10883.2
43,0.38,10776.5
43,0.39,10673.3
43,0.4,10562.8
43,0.41,10457.9
43,0.42,10352.3
43,0.43,10221.8
43,0.44,10114.4
43,0.45,9987.57
43,0.46,9898.75
43,0.47,9750.94
43,0.48,9632.41
43,0.49,9496.54
43,0.5,9376.34
43,0.51,9232.96
43,0.52,9114.94
43,0.53,8989.29
43,0.54,8861.72
43,0.55,8714.18
43,0.56,8577.81
43,0.57,8420.09
43,0.58,8275.29
43,0.59,8143.08
43,0.6,7995.74
43,0.61,7867.95
43,0.62,7694.82
43,0.63,7560.51
43,0.64,7396.8
43,0.65,7232.12
43,0.66,7054.61
43,0.67,6906.18
43,0.68,6733.24
43,0.69,6577.89
43,0.7,6401.32
43,0.71,6246.64
43,0.72,6084.27
43,0.73,5882.81
43,0.74,5711.66
43,0.75,5526.75
43,0.76,5347.86
43,0.77,5161.02
43,0.78,4976.69
43,0.79,4790.24
44,0,12448.7
44,0.01,12423
44,0.02,12384.2
44,0.03,12357.7
44,0.04,12314.3
44,0.05,12288.9
44,0.06,12249.8
44,0.07,12203
44,0.08,12145.3
44,0.09,12103
44,0.1,12062.5
44,0.11,12002
44,0.12,11932.1
44,0.13,11882.1
44,0.14,11833.6
44,0.15,11767.9
44,0.16,11703
44,0.17,11637.5
44,0.18,11575.1
44,0.19,11489.9
44,0.2,11416.9
44,0.21,11344.9
44,0.22,11277.2
44,0.23,11189
44,0.24,11104
44,0.25,11030
44,0.26,10953
44,0.27,10869.1
44,0.28,10786.5
44,0.29,10693.3
44,0.3,10611.7
44,0.31,10507.1
44,0.32,10399.8
44,0.33,10329.3
44,0.34,10219
44,0.35,10133.5
44,0.36,10023.4
44,0.37,9925.89
44,0.38,9833.25
44,0.39,9738.74
44,0.4,9618.12
44,0.41,9518.73
44,0.42,9403.23
44,0.43,9283.46
44,0.44,9166.76
44,0.45,9088.61
44,0.46,8961.31
44,0.47,8842.86
44,0.48,8713.71
44,0.49,8603.63
44,0.5,8486.73
44,0.51,8358.88
44,0.52,8240.2
44,0.53,8109.85
44,0.54,7991.44
44,0.55,7864.24
44,0.56,7728.01
44,0.57,7602.83
44,0.58,7461.53
44,0.59,7324.8
44,0.6,7201.75
44,0.61,7044.61
44,0.62,6908.44
44,0.63,6782.81
44,0.64,6626.77
44,0.65,6499.03
44,0.66,6349.53
44,0.67,6210.49
44,0.68,6041.02
44,0.69,5872.96
44,0.7,5744.41
44,0.71,5531.07
44,0.72,5425
44,0.73,5277.74
44,0.74,5133.5
44,0.75,4934.33
44,0.76,4794.84
44,0.77,4623.32
44,0.78,4452.91
44,0.79,4262.69
45,0,12506.2
45,0.01,12624.9
45,0.02,12689.3
45,0.03,12748.3
45,0.04,12781.9
45,0.05,12805.8
45,0.06,12821.3
45,0.07,12823.4
45,0.08,12816.9
45,0.09,12800
45,0.1,12783.5
45,0.11,12766.7
45,0.12,12729.1
45,0.13,12699.4
45,0.14,12653.2
45,0.15,12613.1
45,0.16,12562.8
45,0.17,12519.8
45,0.18,12471.4
45,0.19,12426.3
45,0.2,12359.3
45,0.21,12295.7
45,0.22,12227.1
45,0.23,12155.6
45,0.24,12087.7
45,0.25,12010
45,0.26,11942.1
45,0.27,11848.9
45,0.28,11790.7
45,0.29,11686.6
45,0.3,11616.5
45,0.31,11525
45,0.32,11434.7
45,0.33,11330.6
45,0.34,11246.8
45,0.35,11148.9
45,0.36,11034.4
45,0.37,10949.1
45,0.38,10846.1
45,0.39,10729.9
45,0.4,10625.1
45,0.41,10514.3
45,0.42,10397.1
45,0.43,10267.7
45,0.44,10165.6
45,0.45,10045.5
45,0.46,9933.17
45,0.47,9821.08
45,0.48,9675.6
45,0.49,9550.02
45,0.5,9441.54
45,0.51,9309.34
45,0.52,9168.15
45,0.53,9024.09
45,0.54,8894.03
45,0.55,8745.21
45,0.56,8607.9
45,0.57,8486.81
45,0.58,8337.93
45,0.59,8167.98
45,0.6,8034.88
45,0.61,7872.89
45,0.62,7739.71
45,0.63,7571.04
45,0.64,7413.08
45,0.65,7271.81
45,0.66,7077.62
45,0.67,6926.55
45,0.68,6798.69
45,0.69,6581.24
45,0.7,6446.29
45,0.71,6282.71
45,0.72,6102.69
45,0.73,5924.18
45,0.74,5689.36
45,0.75,5567.14
45,0.76,5309.58
45,0.77,5196.53
45,0.78,4991.97
45,0.79,4819.45
46,0,12536.4
46,0.01,12512.9
46,0.02,12485.4
46,0.03,12451.8
46,0.04,12420.8
46,0.05,12382.7
46,0.06,12347.2
46,0.07,12298.7
46,0.08,12244.7
46,0.09,12203.1
46,0.1,12159.9
46,0.11,12088.1
46,0.12,12030.1
46,0.13,11983.5
46,0.14,11919
46,0.15,11846.8
46,0.16,11786.2
46,0.17,11726.7
46,0.18,11651
46,0.19,11590.7
46,0.2,11502.1
46,0.21,11438.5
46,0.22,11350.8
46,0.23,11283.7
46,0.24,11199.4
46,0.25,11110
46,0.26,11045.8
46,0.27,10943.7
46,0.28,10860.7
46,0.29,10775.1
46,0.3,10683.8
46,0.31,10600.3
46,0.32,10501.2
46,0.33,10393.7
46,0.34,10299
46,0.35,10216.7
46,0.36,10118.6
46,0.37,10014.2
46,0.38,9897.8
46,0.39,9811.2
46,0.4,9692.54
46,0.41,9595.59
46,0.42,9467.04
46,0.43,9378.55
46,0.44,9255.53
46,0.45,9141.82
46,0.46,9026.94
46,0.47,8897.36
46,0.48,8802.53
46,0.49,8676.96
46,0.5,8550.56
46,0.51,8418.87
46,0.52,8302.88
46,0.53,8161.49
46,0.54,8055.07
46,0.55,7917.95
46,0.56,7787.6
46,0.57,7656.52
46,0.58,7527.67
46,0.59,7377.76
46,0.6,7237.78
46,0.61,7109.43
46,0.62,6965.48
46,0.63,6838.89
46,0.64,6675.12
46,0.65,6526.13
46,0.66,6364.16
46,0.67,6234.81
46,0.68,6052.24
46,0.69,5936.64
46,0.7,5732.54
46,0.71,5609.53
46,0.72,5458.42
46,0.73,5306.3
46,0.74,5131.21
46,0.75,4957.51
46,0.76,4808.59
46,0.77,4657.87
46,0.78,4475.24
46,0.79,4299.69
47,0,12582.3
47,0.01,12703
47,0.02,12787.4
47,0.03,12845.3
47,0.04,12882.3
47,0.05,12893.3
47,0.06,12911
47,0.07,12914.9
47,0.08,12901.6
47,0.09,12884.7
47,0.1,12868.8
47,0.11,12838.7
47,0.12,12818.9
47,0.13,12770.9
47,0.14,12737.5
47,0.15,12702.9
47,0.16,12648.5
47,0.17,12603.4
47,0.18,12557.9
47,0.19,12495.2
47,0.2,12418.8
47,0.21,12368.3
47,0.22,12297.1
47,0.23,12232.1
47,0.24,12156.2
47,0.25,12095
47,0.26,12016
47,0.27,11922.9
47,0.28,11833.6
47,0.29,11762.8
47,0.3,11671.3
47,0.31,11585.2
47,0.32,11480.1
47,0.33,11404.1
47,0.34,11303.8
47,0.35,11202.8
47,0.36,11101.1
47,0.37,10991.5
47,0.38,10881.4
47,0.39,10765.2
47,0.4,10682.6
47,0.41,10550.8
47,0.42,10461.1
47,0.43,10332.1
47,0.44,10223.9
47,0.45,10097.5
47,0.46,9974.02
47,0.47,9865.14
47,0.48,9733.65
47,0.49,9587.01
47,0.5,9478.13
47,0.51,9337.6
47,0.52,9192.95
47,0.53,9061.57
47,0.54,8935.72
47,0.55,8776.41
47,0.56,8641.5
47,0.57,8494.56
47,0.58,8355.61
47,0.59,8215.87
47,0.6,8042.84
47,0.61,7909.79
47,0.62,7757.48
47,0.63,7626.99
47,0.64,7448.94
47,0.65,7293.53
47,0.66,7132.21
47,0.67,6964.34
47,0.68,6816.87
47,0.69,6629.67
47,0.7,6462.4
47,0.71,6264.09
47,0.72,6120.56
47,0.73,5909.38
47,0.74,5761.28
47,0.75,5557.41
47,0.76,5378.43
47,0.77,5112.29
47,0.78,4999.48
47,0.79,4825.39
48,0,12638.2
48,0.01,12618.6
48,0.02,12593.4
48,0.03,12545.2
48,0.04,12513.6
48,0.05,12474.8
48,0.06,12423.9
48,0.07,12384.6
48,0.08,12347.6
48,0.09,12299
48,0.1,12233.6
48,0.11,12195.3
48,0.12,12130.3
48,0.13,12068.1
48,0.14,12016.2
48,0.15,11948.9
48,0.16,11882.5
48,0.17,11810.4
48,0.18,11741.8
48,0.19,11660.2
48,0.2,11599.6
48,0.21,11521.7
48,0.22,11452
48,0.23,11356.1
48,0.24,11273.1
48,0.25,11198.1
48,0.26,11118.8
48,0.27,11021.9
48,0.28,10921.1
48,0.29,10842.9
48,0.3,10774.7
48,0.31,10671.1
48,0.32,10572.2
48,0.33,10471.4
48,0.34,10382.1
48,0.35,10279.7
48,0.36,10190.8
48,0.37,10078.7
48,0.38,9971.46
48,0.39,9871.29
48,0.4,9751.36
48,0.41,9646.54
48,0.42,9535.53
48,0.43,9406.89
48,0.44,9320.07
48,0.45,9191.42
48,0.46,9073.31
48,0.47,8970.31
48,0.48,8853.27
48,0.49,8732.95
48,0.5,8609.61
48,0.51,8474.77
48,0.52,8354.9
48,0.53,8216.4
48,0.54,8095.51
48,0.55,7973.93
48,0.56,7827.33
48,0.57,7708.57
48,0.58,7594.54
48,0.59,7446.66
48,0.6,7287.36
48,0.61,7159.56
48,0.62,7015.89
48,0.63,6878.18
48,0.64,6723.85
48,0.65,6586.1
48,0.66,6438.36
48,0.67,6283.14
48,0.68,6121
48,0.69,5983.39
48,0.7,5806.29
48,0.71,5660.3
48,0.72,5503.05
48,0.73,5349.05
48,0.74,5169.13
48,0.75,4987
48,0.76,4847.87
48,0.77,4659.32
48,0.78,4492.97
48,0.79,4300.1
49,0,12688.2
49,0.01,12803.5
49,0.02,12876.1
49,0.03,12920.9
49,0.04,12961.8
49,0.05,12978.5
49,0.06,12988.9
49,0.07,12994.8
49,0.08,12989.1
49,0.09,12962.5
49,0.1,12954
49,0.11,12923.1
49,0.12,12893.1
49,0.13,12858
49,0.14,12824.2
49,0.15,12769.1
49,0.16,12724.6
49,0.17,12674.1
49,0.18,12620.4
49,0.19,12560.1
49,0.2,12496.7
49,0.21,12432.4
49,0.22,12371.9
49,0.23,12294.7
49,0.24,12227.9
49,0.25,12152.6
49,0.26,12075.3
49,0.27,11983
49,0.28,11911
49,0.29,11821.3
49,0.3,11740.8
49,0.31,11640.5
49,0.32,11542.3
49,0.33,11456.5
49,0.34,11352.2
49,0.35,11244.7
49,0.36,11157.2
49,0.37,11041.7
49,0.38,10945.6
49,0.39,10821.4
49,0.4,10735.5
49,0.41,10622.6
49,0.42,10493.8
49,0.43,10386.5
49,0.44,10256.6
49,0.45,10139.1
49,0.46,10004.5
49,0.47,9887.7
49,0.48,9754.17
49,0.49,9644.41
49,0.5,9519.53
49,0.51,9368.9
49,0.52,9236.69
49,0.53,9114.11
49,0.54,8983.24
49,0.55,8826.3
49,0.56,8678.04
49,0.57,8557.82
49,0.58,8398.36
49,0.59,8252.38
49,0.6,8108.35
49,0.61,7956.36
49,0.62,7793.75
49,0.63,7649.42
49,0.64,7469.13
49,0.65,7321.91
49,0.66,7144.14
49,0.67,6978.52
49,0.68,6809.31
49,0.69,6634.82
49,0.7,6448.16
49,0.71,6305.77
49,0.72,6095.81
49,0.73,5945.22
49,0.74,5689.48
49,0.75,5569.16
49,0.76,5273.81
49,0.77,5219.07
49,0.78,4916.29
49,0.79,4832.59
50,0,12732.8
50,0.01,12704
50,0.02,12675.2
50,0.03,12647.2
50,0.04,12611.7
50,0.05,12570.7
50,0.06,12527
50,0.07,12476.3
50,0.08,12435.6
50,0.09,12375
50,0.1,12323.9
50,0.11,12278.3
50,0.12,12206.5
50,0.13,12159.5
50,0.14,12086
50,0.15,12021.9
50,0.16,11958.1
50,0.17,11883.8
50,0.18,11814.2
50,0.19,11759.1
50,0.2,11677.9
50,0.21,11594.9
50,0.22,11530.5
50,0.23,11438.6
50,0.24,11357.6
50,0.25,11271.1
50,0.26,11192
50,0.27,11098.9
50,0.28,10996.6
50,0.29,10921.2
50,0.3,10838
50,0.31,10740.7
50,0.32,10641.7
50,0.33,10549.1
50,0.34,10448.8
50,0.35,10344.1
50,0.36,10267.1
50,0.37,10143.1
50,0.38,10046.1
50,0.39,9919.29
50,0.4,9832.93
50,0.41,9718.93
50,0.42,9600.43
50,0.43,9510.85
50,0.44,9380.21
50,0.45,9261.53
50,0.46,9159.94
50,0.47,9008.98
50,0.48,8911.6
50,0.49,8787.86
50,0.5,8654.71
50,0.51,8531.38
50,0.52,8398.75
50,0.53,8258.77
50,0.54,8153.77
50,0.55,8018.84
50,0.56,7882.8
50,0.57,7744.9
50,0.58,7603.64
50,0.59,7469.36
50,0.6,7335.04
50,0.61,7215.86
50,0.62,7047.18
50,0.63,6896.84
50,0.64,6763.78
50,0.65,6607.26
50,0.66,6475.95
50,0.67,6295.84
50,0.68,6158.3
50,0.69,5983.25
50,0.7,5826.1
50,0.71,5706.55
50,0.72,5509.03
50,0.73,5366.95
50,0.74,5202.54
50,0.75,5018.41
50,0.76,4851.37
50,0.77,4713.51
50,0.78,4512.55
50,0.79,4325.13
51,0,12776.1
51,0.01,12890.6
51,0.02,12960.6
51,0.03,13023.4
51,0.04,13040.4
51,0.05,13070.5
51,0.06,13066.8
51,0.07,13073.8
51,0.08,13070.5
51,0.09,13040.3
51,0.1,13023.5
51,0.11,13003.2
51,0.12,12973.2
51,0.13,12924.4
51,0.14,12894.8
51,0.15,12840.7
51,0.16,12792.2
51,0.17,12750.5
51,0.18,12690.6
51,0.19,12641.3
51,0.2,12570
51,0.21,12508.2
51,0.22,12438.4
51,0.23,12375.6
51,0.24,12301.3
51,0.25,12213.7
51,0.26,12124.4
51,0.27,12044
51,0.28,11969.1
51,0.29,11882.1
51,0.3,11787
51,0.31,11704.9
51,0.32,11613.6
51,0.33,11496.1
51,0.34,11407.3
51,0.35,11311.1
51,0.36,11194.1
51,0.37,11098.9
51,0.38,10996.1
51,0.39,10897.1
51,0.4,10786.1
51,0.41,10664
51,0.42,10556.1
51,0.43,10427.1
51,0.44,10313.6
51,0.45,10193.9
51,0.46,10061
51,0.47,9935.87
51,0.48,9803.23
51,0.49,9680.58
51,0.5,9550.49
51,0.51,9421.91
51,0.52,9296.9
51,0.53,9142.87
51,0.54,9023.84
51,0.55,8865.7
51,0.56,8728.26
51,0.57,8575.25
51,0.58,8432.36
51,0.59,8278.01
51,0.6,8137.76
51,0.61,7973.74
51,0.62,7815.82
51,0.63,7679.08
51,0.64,7486.79
51,0.65,7351.01
51,0.66,7188.72
51,0.67,7027.93
51,0.68,6848.49
51,0.69,6675.26
51,0.7,6502.13
51,0.71,6302.52
51,0.72,6162.69
51,0.73,5942.22
51,0.74,5782.44
51,0.75,5601.47
51,0.76,5432.34
51,0.77,5169.71
51,0.78,5049.88
51,0.79,4776.63
52,0,12815.5
52,0.01,12788.6
52,0.02,12761.9
52,0.03,12720.6
52,0.04,12682.8
52,0.05,12643.6
52,0.06,12607.9
52,0.07,12562
